LAT,LON,YEAR,DOY,PRECTOTCORR,TS,RH2M,GWETROOT
5.75,-3.75,2023,306,1.07,26.06,89.91,0.74
6.25,-7.25,2023,306,0.62,25.43,88.99,0.72
6.25,-6.75,2023,306,0.97,25.31,89.84,0.73
6.25,-6.25,2023,306,1.26,25.25,90.09,0.7
6.25,-5.75,2023,306,1.34,25.65,88.79,0.66
6.25,-5.25,2023,306,1.41,25.95,88.43,0.68
6.25,-4.75,2023,306,1.41,25.95,88.89,0.71
6.25,-4.25,2023,306,1.32,25.73,89.79,0.74
6.25,-3.75,2023,306,1.18,25.61,90.47,0.76
6.75,-7.25,2023,306,0.57,25.54,87.19,0.68
6.75,-6.75,2023,306,0.85,25.47,87.93,0.66
6.75,-6.25,2023,306,1.09,25.23,88.66,0.64
6.75,-5.75,2023,306,1.19,25.87,86.66,0.61
6.75,-5.25,2023,306,1.41,26.06,86.92,0.63
6.75,-4.75,2023,306,1.57,25.92,87.8,0.68
6.75,-4.25,2023,306,1.55,25.68,88.51,0.72
6.75,-3.75,2023,306,1.29,25.67,89.16,0.76
7.25,-7.25,2023,306,0.83,25.25,86.29,0.74
7.25,-6.75,2023,306,0.82,25.65,86.06,0.64
7.25,-6.25,2023,306,0.87,25.6,86.19,0.6
7.25,-5.75,2023,306,0.98,26.06,85.09,0.57
7.25,-5.25,2023,306,1.28,25.91,86.28,0.6
7.25,-4.75,2023,306,1.57,25.69,87.32,0.68
7.25,-4.25,2023,306,1.65,25.66,87.56,0.75
7.25,-3.75,2023,306,1.39,25.77,88.06,0.79
7.75,-7.25,2023,306,0.98,24.95,86.12,0.77
7.75,-6.75,2023,306,0.83,25.72,85.29,0.68
7.75,-6.25,2023,306,0.75,26.06,84.06,0.6
7.75,-5.75,2023,306,0.83,26.35,83.59,0.55
7.75,-5.25,2023,306,1.08,25.81,86,0.61
7.75,-4.75,2023,306,1.34,25.47,87.55,0.72
7.75,-4.25,2023,306,1.47,25.65,87.32,0.81
7.75,-3.75,2023,306,1.33,25.87,87.25,0.86
8.25,-7.25,2023,306,0.74,25.63,82.58,0.66
8.25,-6.75,2023,306,0.66,26.48,80.76,0.61
8.25,-6.25,2023,306,0.61,27.07,78.28,0.53
8.25,-5.75,2023,306,0.68,26.98,79.66,0.52
8.25,-5.25,2023,306,0.86,26.14,84.09,0.6
8.25,-4.75,2023,306,1.03,25.64,86.66,0.69
8.25,-4.25,2023,306,1.12,25.78,86.38,0.78
8.25,-3.75,2023,306,1.09,26.06,86.12,0.85
5.25,-7.25,2023,307,2.12,25.7,89.93,0.82
5.25,-6.75,2023,307,2.54,25.75,89.59,0.8
5.25,-6.25,2023,307,2.31,26.18,88.44,0.74
5.25,-5.75,2023,307,2.05,26.61,88.24,0.71
5.25,-5.25,2023,307,2.01,27.13,87.62,0.68
5.25,-4.75,2023,307,2.14,27.47,87.04,0.65
5.25,-4.25,2023,307,2.39,27.55,86.84,0.64
5.25,-3.75,2023,307,2.69,27.46,87.31,0.69
5.75,-7.25,2023,307,2.99,25.74,89.64,0.76
5.75,-6.75,2023,307,3.64,25.47,90.48,0.75
5.75,-6.25,2023,307,3.37,25.45,90.38,0.72
5.75,-5.75,2023,307,2.9,25.82,89.95,0.68
5.75,-5.25,2023,307,2.74,26.33,89.49,0.69
5.75,-4.75,2023,307,2.9,26.67,89.06,0.7
5.75,-4.25,2023,307,3.3,26.71,88.86,0.72
5.75,-3.75,2023,307,3.8,26.57,89.16,0.74
6.25,-7.25,2023,307,3,25.94,88.25,0.72
6.25,-6.75,2023,307,3.83,25.7,89.43,0.72
6.25,-6.25,2023,307,3.86,25.45,90.03,0.7
6.25,-5.75,2023,307,3.45,25.84,89.03,0.66
6.25,-5.25,2023,307,3.32,26.24,88.82,0.67
6.25,-4.75,2023,307,3.5,26.44,88.92,0.71
6.25,-4.25,2023,307,3.9,26.41,89.16,0.74
6.25,-3.75,2023,307,4.4,26.25,89.66,0.75
6.75,-7.25,2023,307,2.34,25.93,86.85,0.68
6.75,-6.75,2023,307,3.01,25.84,87.87,0.66
6.75,-6.25,2023,307,3.39,25.71,88.72,0.64
6.75,-5.75,2023,307,3.26,26.24,87.22,0.61
6.75,-5.25,2023,307,3.34,26.47,87.37,0.63
6.75,-4.75,2023,307,3.54,26.51,87.83,0.68
6.75,-4.25,2023,307,3.8,26.44,88.16,0.72
6.75,-3.75,2023,307,4.1,26.31,88.78,0.75
7.25,-7.25,2023,307,2.3,25.53,86.34,0.74
7.25,-6.75,2023,307,2,25.87,86.09,0.64
7.25,-6.25,2023,307,2.2,26.02,86.22,0.6
7.25,-5.75,2023,307,2.34,26.51,85.27,0.56
7.25,-5.25,2023,307,2.59,26.52,86.14,0.6
7.25,-4.75,2023,307,2.78,26.43,86.92,0.68
7.25,-4.25,2023,307,2.88,26.42,87.12,0.75
7.25,-3.75,2023,307,2.96,26.38,87.59,0.79
7.75,-7.25,2023,307,1.99,25.27,85.82,0.76
7.75,-6.75,2023,307,1.37,25.82,85.15,0.67
7.75,-6.25,2023,307,1.15,26.12,84.25,0.6
7.75,-5.75,2023,307,1.36,26.62,83.4,0.54
7.75,-5.25,2023,307,1.63,26.45,85.14,0.61
7.75,-4.75,2023,307,1.79,26.29,86.46,0.71
7.75,-4.25,2023,307,1.8,26.35,86.51,0.81
7.75,-3.75,2023,307,1.72,26.45,86.56,0.85
8.25,-7.25,2023,307,1.02,26.18,81.38,0.65
8.25,-6.75,2023,307,0.8,26.84,79.98,0.6
8.25,-6.25,2023,307,0.63,27.18,78.28,0.53
8.25,-5.75,2023,307,0.8,27.12,79.41,0.52
8.25,-5.25,2023,307,1.05,26.52,83.38,0.6
8.25,-4.75,2023,307,1.21,26.2,85.83,0.69
8.25,-4.25,2023,307,1.22,26.33,85.74,0.77
8.25,-3.75,2023,307,1.11,26.49,85.44,0.84
5.25,-7.25,2023,308,0.93,26.43,87.34,0.82
5.25,-6.75,2023,308,1.21,26.49,87.06,0.79
5.25,-6.25,2023,308,1.26,26.89,85.91,0.73
5.25,-5.75,2023,308,1.22,27.06,85.16,0.71
5.25,-5.25,2023,308,1.21,27.38,84.82,0.68
5.25,-4.75,2023,308,1.27,27.62,84.72,0.65
5.25,-4.25,2023,308,1.47,27.66,84.81,0.63
5.25,-3.75,2023,308,1.91,27.55,85.19,0.68
5.75,-7.25,2023,308,1.26,26.32,87.48,0.76
5.75,-6.75,2023,308,1.68,26.14,88.22,0.75
5.75,-6.25,2023,308,1.72,26.19,87.97,0.72
5.75,-5.75,2023,308,1.67,26.39,87.47,0.68
5.75,-5.25,2023,308,1.67,26.74,87.42,0.68
5.75,-4.75,2023,308,1.82,26.97,87.47,0.7
5.75,-4.25,2023,308,2.17,26.98,87.52,0.71
5.75,-3.75,2023,308,2.78,26.83,87.72,0.73
6.25,-7.25,2023,308,1.41,26.38,86.28,0.71
6.25,-6.75,2023,308,1.95,26.21,87.51,0.72
6.25,-6.25,2023,308,2.03,25.92,88.31,0.7
6.25,-5.75,2023,308,1.84,26.27,87.26,0.66
6.25,-5.25,2023,308,1.75,26.63,87.19,0.67
6.25,-4.75,2023,308,1.88,26.81,87.46,0.7
6.25,-4.25,2023,308,2.27,26.76,87.84,0.73
6.25,-3.75,2023,308,2.93,26.58,88.47,0.75
6.75,-7.25,2023,308,1.42,26.25,85.18,0.68
6.75,-6.75,2023,308,1.89,26.24,86.33,0.65
6.75,-6.25,2023,308,2.08,26.01,87.66,0.64
6.75,-5.75,2023,308,1.73,26.6,85.96,0.61
6.75,-5.25,2023,308,1.55,26.87,86,0.63
6.75,-4.75,2023,308,1.59,26.93,86.45,0.67
6.75,-4.25,2023,308,1.88,26.83,86.9,0.71
6.75,-3.75,2023,308,2.41,26.62,87.88,0.75
7.25,-7.25,2023,308,1.73,25.79,85.55,0.73
7.25,-6.75,2023,308,1.56,26.25,85.33,0.64
7.25,-6.25,2023,308,1.6,26.44,85.66,0.59
7.25,-5.75,2023,308,1.36,26.93,84.58,0.56
7.25,-5.25,2023,308,1.3,26.94,85.25,0.6
7.25,-4.75,2023,308,1.35,26.86,86.06,0.67
7.25,-4.25,2023,308,1.5,26.79,86.6,0.74
7.25,-3.75,2023,308,1.82,26.6,87.62,0.79
7.75,-7.25,2023,308,1.62,25.46,86.09,0.76
7.75,-6.75,2023,308,1.2,26.17,85.14,0.67
7.75,-6.25,2023,308,1,26.7,83.81,0.59
7.75,-5.75,2023,308,0.98,27.17,82.69,0.54
7.75,-5.25,2023,308,1.1,26.9,84.47,0.61
7.75,-4.75,2023,308,1.26,26.66,86.13,0.71
7.75,-4.25,2023,308,1.42,26.65,86.75,0.81
7.75,-3.75,2023,308,1.57,26.58,87.5,0.84
8.25,-7.25,2023,308,1,26.31,81.92,0.65
8.25,-6.75,2023,308,0.88,27.07,80.14,0.6
8.25,-6.25,2023,308,0.73,27.66,77.81,0.52
8.25,-5.75,2023,308,0.74,27.68,78.51,0.52
8.25,-5.25,2023,308,0.87,27.02,82.57,0.6
8.25,-4.75,2023,308,1.04,26.61,85.37,0.69
8.25,-4.25,2023,308,1.22,26.66,85.82,0.77
8.25,-3.75,2023,308,1.38,26.65,86.38,0.84
5.25,-7.25,2023,309,1.16,26.47,88.22,0.81
5.25,-6.75,2023,309,1.34,26.56,88.01,0.79
5.25,-6.25,2023,309,1.14,27.06,86.53,0.73
5.25,-5.75,2023,309,0.88,27.25,85.11,0.7
5.25,-5.25,2023,309,0.75,27.62,84.13,0.68
5.25,-4.75,2023,309,0.68,27.92,83.29,0.64
5.25,-4.25,2023,309,0.67,28.05,82.59,0.62
5.25,-3.75,2023,309,0.75,28.04,82.31,0.68
5.75,-7.25,2023,309,1.09,26.36,88.13,0.75
5.75,-6.75,2023,309,1.41,26.3,88.4,0.75
5.75,-6.25,2023,309,1.33,26.47,87.75,0.72
5.75,-5.75,2023,309,1.06,26.63,87.02,0.68
5.75,-5.25,2023,309,0.92,26.99,86.54,0.68
5.75,-4.75,2023,309,0.86,27.3,85.96,0.69
5.75,-4.25,2023,309,0.84,27.44,85.24,0.7
5.75,-3.75,2023,309,0.87,27.43,84.72,0.73
6.25,-7.25,2023,309,0.8,26.34,86.86,0.71
6.25,-6.75,2023,309,1.16,26.29,87.46,0.72
6.25,-6.25,2023,309,1.25,26.12,87.94,0.7
6.25,-5.75,2023,309,0.99,26.34,86.71,0.66
6.25,-5.25,2023,309,0.83,26.67,85.94,0.67
6.25,-4.75,2023,309,0.77,26.91,85.41,0.7
6.25,-4.25,2023,309,0.78,27.02,85.07,0.73
6.25,-3.75,2023,309,0.77,27.01,84.97,0.74
6.75,-7.25,2023,309,0.55,26.14,85.64,0.67
6.75,-6.75,2023,309,0.85,26.18,86.78,0.65
6.75,-6.25,2023,309,1.07,26.06,87.53,0.64
6.75,-5.75,2023,309,0.82,26.51,85.41,0.61
6.75,-5.25,2023,309,0.67,26.68,84.48,0.62
6.75,-4.75,2023,309,0.63,26.72,83.96,0.66
6.75,-4.25,2023,309,0.64,26.75,83.6,0.7
6.75,-3.75,2023,309,0.63,26.77,83.75,0.74
7.25,-7.25,2023,309,0.54,25.66,85.27,0.73
7.25,-6.75,2023,309,0.6,26.15,85.53,0.64
7.25,-6.25,2023,309,0.71,26.35,85.91,0.59
7.25,-5.75,2023,309,0.63,26.83,84.06,0.56
7.25,-5.25,2023,309,0.6,26.75,83.78,0.59
7.25,-4.75,2023,309,0.59,26.61,83.63,0.66
7.25,-4.25,2023,309,0.58,26.6,83.22,0.74
7.25,-3.75,2023,309,0.57,26.64,83.22,0.78
7.75,-7.25,2023,309,0.55,25.36,85.28,0.75
7.75,-6.75,2023,309,0.45,26.18,84.16,0.66
7.75,-6.25,2023,309,0.38,26.64,83.31,0.59
7.75,-5.75,2023,309,0.48,27.13,82.09,0.54
7.75,-5.25,2023,309,0.59,26.81,83.32,0.6
7.75,-4.75,2023,309,0.65,26.55,84.09,0.7
7.75,-4.25,2023,309,0.64,26.62,83.59,0.8
7.75,-3.75,2023,309,0.58,26.74,83.06,0.84
8.25,-7.25,2023,309,0.47,26.34,80.79,0.64
8.25,-6.75,2023,309,0.36,27.28,78.19,0.59
8.25,-6.25,2023,309,0.28,27.87,75.94,0.52
8.25,-5.75,2023,309,0.36,27.79,77.64,0.51
8.25,-5.25,2023,309,0.49,27.03,81.4,0.59
8.25,-4.75,2023,309,0.61,26.59,83.28,0.69
8.25,-4.25,2023,309,0.67,26.72,82.66,0.76
8.25,-3.75,2023,309,0.7,26.87,82.28,0.83
5.25,-7.25,2023,310,1.4,26.85,86.94,0.8
5.25,-6.75,2023,310,1.81,26.98,86.86,0.79
5.25,-6.25,2023,310,1.98,27.39,86.56,0.73
5.25,-5.75,2023,310,2.21,27.43,86.09,0.7
5.25,-5.25,2023,310,2.76,27.7,85.8,0.67
5.25,-4.75,2023,310,3.56,27.92,85.75,0.64
5.25,-4.25,2023,310,4.52,27.99,85.91,0.62
5.25,-3.75,2023,310,5.47,27.95,86.16,0.67
5.75,-7.25,2023,310,1.65,26.71,87.49,0.75
5.75,-6.75,2023,310,2.3,26.66,87.84,0.75
5.75,-6.25,2023,310,2.65,26.81,87.81,0.71
5.75,-5.75,2023,310,2.98,26.86,87.49,0.67
5.75,-5.25,2023,310,3.67,27.17,87.37,0.68
5.75,-4.75,2023,310,4.6,27.46,87.21,0.69
5.75,-4.25,2023,310,5.64,27.58,87.01,0.7
5.75,-3.75,2023,310,6.6,27.52,87.06,0.73
6.25,-7.25,2023,310,1.43,26.65,86.25,0.7
6.25,-6.75,2023,310,2.14,26.58,87,0.71
6.25,-6.25,2023,310,2.6,26.41,88.12,0.7
6.25,-5.75,2023,310,2.94,26.63,87.05,0.65
6.25,-5.25,2023,310,3.62,27.01,86.54,0.66
6.25,-4.75,2023,310,4.51,27.3,86.32,0.69
6.25,-4.25,2023,310,5.42,27.38,86.37,0.73
6.25,-3.75,2023,310,6.15,27.28,86.84,0.74
6.75,-7.25,2023,310,1.09,26.38,84.98,0.67
6.75,-6.75,2023,310,1.62,26.39,86.22,0.64
6.75,-6.25,2023,310,2.06,26.26,87.34,0.63
6.75,-5.75,2023,310,2.29,26.79,85.04,0.6
6.75,-5.25,2023,310,2.85,27.09,84.39,0.62
6.75,-4.75,2023,310,3.55,27.25,84.37,0.66
6.75,-4.25,2023,310,4.22,27.28,84.58,0.7
6.75,-3.75,2023,310,4.72,27.17,85.28,0.73
7.25,-7.25,2023,310,1.07,25.86,84.38,0.72
7.25,-6.75,2023,310,1.03,26.37,84.68,0.63
7.25,-6.25,2023,310,1.22,26.56,84.78,0.59
7.25,-5.75,2023,310,1.41,27.04,82.61,0.55
7.25,-5.25,2023,310,1.85,27.08,82.49,0.59
7.25,-4.75,2023,310,2.38,27.08,82.88,0.66
7.25,-4.25,2023,310,2.85,27.14,83.16,0.73
7.25,-3.75,2023,310,3.16,27.03,83.69,0.77
7.75,-7.25,2023,310,0.82,25.61,84.15,0.74
7.75,-6.75,2023,310,0.56,26.49,83.09,0.66
7.75,-6.25,2023,310,0.51,26.98,81.69,0.58
7.75,-5.75,2023,310,0.68,27.38,79.86,0.53
7.75,-5.25,2023,310,0.99,27.08,80.96,0.59
7.75,-4.75,2023,310,1.37,26.88,81.98,0.7
7.75,-4.25,2023,310,1.74,26.99,81.86,0.79
7.75,-3.75,2023,310,2.05,26.99,81.53,0.83
8.25,-7.25,2023,310,0.49,26.7,79.64,0.63
8.25,-6.75,2023,310,0.32,27.68,77.03,0.58
8.25,-6.25,2023,310,0.22,28.38,74.12,0.52
8.25,-5.75,2023,310,0.29,28.19,75.15,0.51
8.25,-5.25,2023,310,0.46,27.33,78.59,0.58
8.25,-4.75,2023,310,0.69,26.87,80.41,0.68
8.25,-4.25,2023,310,0.96,26.99,79.82,0.76
8.25,-3.75,2023,310,1.3,27.04,79.38,0.82
5.25,-7.25,2023,311,8.3,26.32,91.06,0.8
5.25,-6.75,2023,311,8.02,26.29,91.37,0.79
5.25,-6.25,2023,311,7.71,26.5,91.34,0.73
5.25,-5.75,2023,311,8.02,26.55,91.89,0.7
5.25,-5.25,2023,311,9.68,26.74,92.18,0.68
5.25,-4.75,2023,311,11.61,26.98,91.99,0.65
5.25,-4.25,2023,311,12.9,27.19,91.04,0.63
5.25,-3.75,2023,311,12.85,27.38,88.94,0.69
5.75,-7.25,2023,311,9.43,26.45,90.09,0.75
5.75,-6.75,2023,311,10.04,26.21,91.15,0.75
5.75,-6.25,2023,311,9.98,26.03,91.88,0.72
5.75,-5.75,2023,311,10.25,25.82,92.95,0.68
5.75,-5.25,2023,311,12.06,25.83,93.71,0.69
5.75,-4.75,2023,311,14.09,25.97,93.69,0.7
5.75,-4.25,2023,311,15.29,26.16,92.89,0.72
5.75,-3.75,2023,311,14.91,26.35,91.72,0.74
6.25,-7.25,2023,311,8.6,26.51,87.97,0.71
6.25,-6.75,2023,311,9.92,26.37,89.88,0.72
6.25,-6.25,2023,311,10.28,26.02,91.5,0.7
6.25,-5.75,2023,311,10.75,25.9,91.82,0.66
6.25,-5.25,2023,311,12.78,25.86,92.6,0.67
6.25,-4.75,2023,311,14.86,25.81,93.09,0.71
6.25,-4.25,2023,311,15.85,25.76,93.02,0.74
6.25,-3.75,2023,311,15.02,25.81,92.62,0.75
6.75,-7.25,2023,311,7.46,26.24,86.45,0.67
6.75,-6.75,2023,311,8.6,26.21,89.21,0.65
6.75,-6.25,2023,311,9.18,26.02,90.81,0.64
6.75,-5.75,2023,311,10.13,26.27,89.96,0.61
6.75,-5.25,2023,311,12.78,26.29,90.71,0.63
6.75,-4.75,2023,311,15.29,26.14,91.73,0.67
6.75,-4.25,2023,311,16.38,25.91,92.33,0.71
6.75,-3.75,2023,311,15.34,25.76,92.41,0.75
7.25,-7.25,2023,311,8.21,25.7,85.73,0.72
7.25,-6.75,2023,311,8.35,26.11,87.23,0.63
7.25,-6.25,2023,311,8.56,26.17,88.28,0.59
7.25,-5.75,2023,311,10.05,26.54,87.63,0.56
7.25,-5.25,2023,311,13.46,26.52,88.8,0.6
7.25,-4.75,2023,311,16.64,26.36,90.22,0.67
7.25,-4.25,2023,311,18.11,26.15,91.29,0.74
7.25,-3.75,2023,311,17.05,25.85,92.34,0.78
7.75,-7.25,2023,311,8.65,25.36,85.89,0.74
7.75,-6.75,2023,311,8.27,26.11,85.56,0.66
7.75,-6.25,2023,311,8.06,26.44,85.06,0.59
7.75,-5.75,2023,311,9.64,26.89,84.56,0.54
7.75,-5.25,2023,311,13.37,26.67,86.69,0.6
7.75,-4.75,2023,311,17.27,26.41,88.78,0.71
7.75,-4.25,2023,311,19.69,26.27,90.02,0.8
7.75,-3.75,2023,311,19.35,25.96,91.47,0.84
8.25,-7.25,2023,311,6.64,26.37,82.14,0.63
8.25,-6.75,2023,311,6.36,27.17,80.39,0.58
8.25,-6.25,2023,311,5.84,27.78,77.81,0.52
8.25,-5.75,2023,311,6.93,27.67,79.19,0.51
8.25,-5.25,2023,311,9.97,26.95,83.32,0.59
8.25,-4.75,2023,311,13.66,26.46,86.56,0.68
8.25,-4.25,2023,311,16.81,26.34,87.97,0.77
8.25,-3.75,2023,311,18.35,26.05,89.34,0.84
5.25,-7.25,2023,312,7.05,25.51,91.63,0.81
5.25,-6.75,2023,312,8.88,25.55,91.35,0.79
5.25,-6.25,2023,312,12.34,25.91,91.5,0.74
5.25,-5.75,2023,312,21.54,26.05,92.45,0.71
5.25,-5.25,2023,312,29.05,26.42,92.46,0.7
5.25,-4.75,2023,312,29.66,26.81,91.64,0.67
5.25,-4.25,2023,312,23.39,27.09,90.14,0.65
5.25,-3.75,2023,312,15.53,27.27,88.19,0.7
5.75,-7.25,2023,312,6.81,25.54,90.92,0.76
5.75,-6.75,2023,312,8.05,25.21,91.42,0.76
5.75,-6.25,2023,312,9.33,25.06,91.88,0.73
5.75,-5.75,2023,312,13.24,25.02,92.7,0.7
5.75,-5.25,2023,312,17.16,25.3,92.81,0.7
5.75,-4.75,2023,312,18.58,25.67,92.3,0.72
5.75,-4.25,2023,312,17.16,25.97,91.32,0.74
5.75,-3.75,2023,312,14.72,26.14,90.12,0.75
6.25,-7.25,2023,312,6.03,25.78,89.51,0.71
6.25,-6.75,2023,312,6.88,25.42,90.31,0.73
6.25,-6.25,2023,312,7.14,24.94,91.53,0.71
6.25,-5.75,2023,312,7.83,24.88,91.88,0.68
6.25,-5.25,2023,312,9.39,25.04,91.91,0.69
6.25,-4.75,2023,312,10.93,25.24,91.76,0.72
6.25,-4.25,2023,312,12.03,25.4,91.51,0.75
6.25,-3.75,2023,312,12.7,25.51,91.16,0.77
6.75,-7.25,2023,312,6.04,25.82,88.84,0.68
6.75,-6.75,2023,312,6.53,25.64,89.31,0.66
6.75,-6.25,2023,312,6.89,25.19,90.66,0.65
6.75,-5.75,2023,312,6.69,25.21,90.56,0.62
6.75,-5.25,2023,312,7.57,25.24,90.92,0.65
6.75,-4.75,2023,312,8.94,25.27,91.35,0.69
6.75,-4.25,2023,312,10.35,25.29,91.59,0.73
6.75,-3.75,2023,312,11.58,25.34,91.56,0.76
7.25,-7.25,2023,312,8.43,25.4,89.67,0.73
7.25,-6.75,2023,312,7.57,25.83,88.88,0.65
7.25,-6.25,2023,312,7.71,25.68,89,0.61
7.25,-5.75,2023,312,7.38,25.67,88.78,0.58
7.25,-5.25,2023,312,7.9,25.46,89.82,0.61
7.25,-4.75,2023,312,9.01,25.33,90.91,0.68
7.25,-4.25,2023,312,10.46,25.35,91.56,0.76
7.25,-3.75,2023,312,11.98,25.39,92.03,0.79
7.75,-7.25,2023,312,10.01,24.91,90.01,0.75
7.75,-6.75,2023,312,9,25.77,88.6,0.67
7.75,-6.25,2023,312,8.96,25.94,87.75,0.6
7.75,-5.75,2023,312,8.83,26,87.38,0.55
7.75,-5.25,2023,312,8.47,25.67,88.72,0.62
7.75,-4.75,2023,312,8.63,25.44,90.2,0.72
7.75,-4.25,2023,312,9.73,25.45,91.14,0.82
7.75,-3.75,2023,312,11.83,25.51,91.84,0.86
8.25,-7.25,2023,312,8.39,25.24,87.18,0.64
8.25,-6.75,2023,312,8.59,26.07,85.7,0.6
8.25,-6.25,2023,312,9.23,26.52,84.38,0.53
8.25,-5.75,2023,312,9.55,26.43,84.9,0.52
8.25,-5.25,2023,312,9.16,25.94,87.09,0.6
8.25,-4.75,2023,312,8.67,25.64,88.97,0.7
8.25,-4.25,2023,312,8.7,25.66,89.89,0.78
8.25,-3.75,2023,312,9.86,25.66,90.56,0.85
5.25,-7.25,2023,313,9.03,25.44,90.55,0.81
5.25,-6.75,2023,313,9.6,25.63,89.68,0.8
5.25,-6.25,2023,313,10.56,26.11,89.25,0.75
5.25,-5.75,2023,313,10.24,26.28,90.02,0.74
5.25,-5.25,2023,313,9.16,26.69,89.73,0.73
5.25,-4.75,2023,313,7.88,27.05,89.28,0.7
5.25,-4.25,2023,313,7.02,27.23,89.02,0.67
5.25,-3.75,2023,313,7.31,27.24,88.72,0.71
5.75,-7.25,2023,313,9.19,25.24,91.03,0.76
5.75,-6.75,2023,313,9.7,25.1,90.87,0.76
5.75,-6.25,2023,313,10.58,25.15,90.22,0.75
5.75,-5.75,2023,313,10.41,25.16,90.07,0.71
5.75,-5.25,2023,313,9.55,25.58,89.22,0.72
5.75,-4.75,2023,313,8.42,25.99,88.84,0.74
5.75,-4.25,2023,313,7.6,26.18,89.22,0.75
5.75,-3.75,2023,313,7.83,26.17,89.84,0.76
6.25,-7.25,2023,313,7.15,25.42,89.51,0.72
6.25,-6.75,2023,313,7.22,25.18,90.01,0.73
6.25,-6.25,2023,313,7.97,24.8,90.78,0.72
6.25,-5.75,2023,313,8.1,24.8,89.16,0.69
6.25,-5.25,2023,313,7.85,25.21,87.36,0.7
6.25,-4.75,2023,313,7.34,25.6,86.65,0.73
6.25,-4.25,2023,313,6.88,25.79,87.24,0.76
6.25,-3.75,2023,313,6.97,25.85,88.34,0.77
6.75,-7.25,2023,313,5.39,25.5,87.54,0.68
6.75,-6.75,2023,313,4.79,25.29,88.29,0.66
6.75,-6.25,2023,313,5.35,24.9,89.72,0.66
6.75,-5.75,2023,313,5.59,25,87.32,0.63
6.75,-5.25,2023,313,5.92,25.25,85.54,0.65
6.75,-4.75,2023,313,6.02,25.56,84.71,0.69
6.75,-4.25,2023,313,5.94,25.83,84.99,0.73
6.75,-3.75,2023,313,6.13,26,86.31,0.77
7.25,-7.25,2023,313,6.08,25.28,86.75,0.73
7.25,-6.75,2023,313,3.96,25.47,86.24,0.65
7.25,-6.25,2023,313,3.67,25.41,86.44,0.61
7.25,-5.75,2023,313,3.81,25.4,85.04,0.58
7.25,-5.25,2023,313,4.54,25.28,84.71,0.62
7.25,-4.75,2023,313,5.13,25.44,84.36,0.69
7.25,-4.25,2023,313,5.52,25.88,84.04,0.76
7.25,-3.75,2023,313,6.35,26.16,84.94,0.8
7.75,-7.25,2023,313,5.59,25.19,85.92,0.76
7.75,-6.75,2023,313,3.78,25.72,84.7,0.68
7.75,-6.25,2023,313,2.96,25.7,83.88,0.61
7.75,-5.75,2023,313,2.86,25.7,83.2,0.56
7.75,-5.25,2023,313,3.37,25.33,84.19,0.62
7.75,-4.75,2023,313,4.16,25.35,84.56,0.73
7.75,-4.25,2023,313,5.24,25.88,83.76,0.82
7.75,-3.75,2023,313,6.93,26.36,83.03,0.86
8.25,-7.25,2023,313,5.15,25.68,83.49,0.65
8.25,-6.75,2023,313,4.25,26.33,81.99,0.6
8.25,-6.25,2023,313,3.77,26.46,79.84,0.54
8.25,-5.75,2023,313,3.28,26.2,80.32,0.53
8.25,-5.25,2023,313,3.11,25.62,82.69,0.61
8.25,-4.75,2023,313,3.49,25.53,83.78,0.7
8.25,-4.25,2023,313,4.54,26,82.88,0.78
8.25,-3.75,2023,313,6.35,26.39,81.75,0.85
5.25,-7.25,2023,314,9,26.29,88.71,0.81
5.25,-6.75,2023,314,5.79,26.55,87.64,0.8
5.25,-6.25,2023,314,4.8,27,86.97,0.75
5.25,-5.75,2023,314,4.37,27.03,87.62,0.73
5.25,-5.25,2023,314,4.52,27.39,87.52,0.71
5.25,-4.75,2023,314,4.77,27.73,86.89,0.69
5.25,-4.25,2023,314,4.94,27.88,86.02,0.67
5.25,-3.75,2023,314,5.18,27.9,85.22,0.71
5.75,-7.25,2023,314,7.6,26.1,89.04,0.76
5.75,-6.75,2023,314,6.44,26.15,88.45,0.76
5.75,-6.25,2023,314,5.67,26.29,87.75,0.75
5.75,-5.75,2023,314,5.02,26.32,87.68,0.71
5.75,-5.25,2023,314,5.01,26.74,87.19,0.72
5.75,-4.75,2023,314,5.15,27.11,86.7,0.73
5.75,-4.25,2023,314,5.23,27.26,86.42,0.74
5.75,-3.75,2023,314,5.29,27.21,86.38,0.76
6.25,-7.25,2023,314,5.53,26.16,87.71,0.72
6.25,-6.75,2023,314,5.95,26.16,87.71,0.73
6.25,-6.25,2023,314,5.57,25.94,88.31,0.72
6.25,-5.75,2023,314,4.78,26.16,86.79,0.69
6.25,-5.25,2023,314,4.62,26.6,85.43,0.7
6.25,-4.75,2023,314,4.69,26.9,84.81,0.73
6.25,-4.25,2023,314,4.76,26.93,85.03,0.76
6.25,-3.75,2023,314,4.73,26.83,85.78,0.77
6.75,-7.25,2023,314,5.12,26.01,85.93,0.68
6.75,-6.75,2023,314,5.35,26.08,86.7,0.66
6.75,-6.25,2023,314,5.23,25.97,87.38,0.66
6.75,-5.75,2023,314,4.39,26.4,84.68,0.63
6.75,-5.25,2023,314,4.34,26.72,83.23,0.65
6.75,-4.75,2023,314,4.63,26.87,82.61,0.69
6.75,-4.25,2023,314,4.95,26.85,82.72,0.73
6.75,-3.75,2023,314,5.19,26.75,83.84,0.77
7.25,-7.25,2023,314,7.99,25.57,85.01,0.74
